"id","timestamp","node_id","node_name","gps_lat","gps_lng","gps_alt","temperature","humidity","pressure","pm2.5","pm10","pm1.0","formaldehyde","no2","bc","geom"
1,2018-03-06 15:49:00,3566907703071345,"AirParif4",NA,NA,NA,NA,1,NA,NA,NA,NA,0.001,NA,NA,NA
18,2018-03-06 15:51:00,3566907703071345,"AirParif4",48.8582496643,2.33878993988,0,24.2,1,972.3,27,28,22,0,NA,NA,"0101000020E6100000BCFCFF7FD7B5024059FCFF1FDB6D4840"
33,2018-03-06 15:53:00,3566907703071345,"AirParif4",48.7090492249,2.14890408516,137,24.3,1,971.9,8,8,6,0,NA,NA,"0101000020E6100000240600A0F43001408E190020C25A4840"
40,2018-03-06 15:54:00,3566907703071345,"AirParif4",48.7088851929,2.14876508713,177,24,4.7,972,4,4,2,0,NA,NA,"0101000020E61000005C1400C0AB300140E40F00C0BC5A4840"
59,2018-03-06 15:56:00,3566907703071345,"AirParif4",48.7088661194,2.14874005318,183,23.7,5.8,972.3,4,4,3,0,NA,NA,"0101000020E6100000721B00A09E30014060080020BC5A4840"
74,2018-03-06 15:58:00,3566907703071345,"AirParif4",48.7088699341,2.14872050285,191,23.2,6.4,972.4,3,3,2,0,NA,NA,"0101000020E610000026E2FF5F94300140E1090040BC5A4840"
85,2018-03-06 15:59:00,3566907703071345,"AirParif4",48.7088508606,2.14883041382,176,22.3,7.1,972.2,4,4,3,0,NA,NA,"0101000020E61000006E0E0000CE3001405D0200A0BB5A4840"
96,2018-03-06 16:01:00,3566907703071345,"AirParif4",48.7088394165,2.14890837669,167,21.6,8.2,972.1,3,4,3,0,NA,NA,"0101000020E61000003BDFFFDFF6300140DAFDFF3FBB5A4840"
107,2018-03-06 16:03:00,3566907703071345,"AirParif4",48.7088356018,2.14895439148,165,20.7,9,972.2,3,3,3,0,NA,NA,"0101000020E6100000770400000F31014059FCFF1FBB5A4840"
122,2018-03-06 16:06:00,3566907703071345,"AirParif4",48.7088432312,2.14879751205,180,19.5,11.2,972.2,4,4,3,0,NA,NA,"0101000020E6100000EAD8FFBFBC3001405BFFFF5FBB5A4840"
115,2018-03-06 16:04:00,3566907703071345,"AirParif4",48.7088470459,2.14881420135,179,20.1,10,972.1,4,4,2,0,NA,NA,"0101000020E610000031D4FF7FC5300140DC000080BB5A4840"
128,2018-03-06 16:08:00,3566907703071345,"AirParif4",48.7088699341,2.14879179001,181,19,11.7,972.2,3,4,2,0,NA,NA,"0101000020E6100000CD0C00C0B9300140E1090040BC5A4840"
134,2018-03-06 16:09:00,3566907703071345,"AirParif4",48.7088851929,2.14876174927,192,18.6,12.1,972.1,3,3,2,0,NA,NA,"0101000020E61000004E150000AA300140E40F00C0BC5A4840"
149,2018-03-06 16:11:00,3566907703071345,"AirParif4",48.7088699341,2.14877343178,190,18.2,13.7,972,7,8,5,0,NA,NA,"0101000020E6100000FF110020B0300140E1090040BC5A4840"
162,2018-03-06 16:13:00,3566907703071345,"AirParif4",48.7088737488,2.14879131317,191,17.9,14.2,972,4,4,3,0,NA,NA,"0101000020E6100000CDF3FF7FB9300140620B0060BC5A4840"
172,2018-03-06 16:14:00,3566907703071345,"AirParif4",48.708896637,2.14878559113,192,17.5,14.9,971.9,3,4,2,0,NA,NA,"0101000020E6100000AF270080B630014067140020BD5A4840"
184,2018-03-06 16:16:00,3566907703071345,"AirParif4",48.7088851929,2.14882874489,188,17.4,14.3,971.9,3,3,2,0,NA,NA,"0101000020E6100000E70E0020CD300140E40F00C0BC5A4840"
201,2018-03-06 16:18:00,3566907703071345,"AirParif4",48.7088813782,2.14885210991,185,17.2,15.2,972,3,3,2,0,NA,NA,"0101000020E61000004A080060D9300140630E00A0BC5A4840"
208,2018-03-06 16:19:00,3566907703071345,"AirParif4",48.7088088989,2.14895510674,163,16.9,15.3,972.1,3,3,2,0,NA,NA,"0101000020E6100000F62900600F310140D4F1FF3FBA5A4840"
221,2018-03-06 16:21:00,3566907703071345,"AirParif4",48.70885849,2.14885687828,179,16.8,16.5,972.1,2,3,2,0,NA,NA,"0101000020E610000060FAFFDFDB3001405E0500E0BB5A4840"
260,2018-03-06 16:29:00,3566907703071345,"AirParif4",48.7088394165,2.14884996414,177,16.3,17.2,971.7,2,2,2,0,NA,NA,"0101000020E6100000C4EFFF3FD8300140DAFDFF3FBB5A4840"
242,2018-03-06 16:26:00,3566907703071345,"AirParif4",48.7088623047,2.14883995056,176,16.4,18,972,3,4,2,0,NA,NA,"0101000020E61000009AF2FFFFD2300140DF060000BC5A4840"
232,2018-03-06 16:23:00,3566907703071345,"AirParif4",48.7088546753,2.14889359474,171,16.6,16.3,971.7,2,2,2,0,NA,NA,"0101000020E6100000FBEFFF1FEF300140DE0300C0BB5A4840"
235,2018-03-06 16:24:00,3566907703071345,"AirParif4",48.7088699341,2.14888739586,174,16.4,17.1,971.6,2,2,2,0,NA,NA,"0101000020E6100000DE0A00E0EB300140E1090040BC5A4840"
252,2018-03-06 16:28:00,3566907703071345,"AirParif4",48.7088470459,2.14890694618,170,16.3,17.5,971.7,3,4,2,0,NA,NA,"0101000020E610000033ECFF1FF6300140DC000080BB5A4840"
268,2018-03-06 16:31:00,3566907703071345,"AirParif4",48.7088356018,2.14887499809,175,16.3,17.1,971.7,2,2,1,0,NA,NA,"0101000020E6100000AEE8FF5FE530014059FCFF1FBB5A4840"
278,2018-03-06 16:33:00,3566907703071345,"AirParif4",48.7088432312,2.14886474609,173,16.4,17,971.7,2,3,1,0,NA,NA,"0101000020E610000004DFFFFFDF3001405BFFFF5FBB5A4840"
305,2018-03-06 16:39:00,3566907703071345,"AirParif4",48.708820343,2.14884257317,176,16.2,19.6,971.8,2,2,2,0,NA,NA,"0101000020E61000001F240060D430014056F6FF9FBA5A4840"
285,2018-03-06 16:34:00,3566907703071345,"AirParif4",48.70885849,2.14887237549,172,16.4,17.2,971.8,3,3,2,0,NA,NA,"0101000020E61000001E0F0000E43001405E0500E0BB5A4840"
298,2018-03-06 16:37:00,3566907703071345,"AirParif4",48.7088317871,2.14883041382,175,16.4,18.1,972,3,3,2,0,NA,NA,"0101000020E61000006E0E0000CE300140D9FAFFFFBA5A4840"
291,2018-03-06 16:36:00,3566907703071345,"AirParif4",48.7088699341,2.14885759354,167,16.4,17.5,972.1,3,3,2,0,NA,NA,"0101000020E6100000DE1F0040DC300140E1090040BC5A4840"
334,2018-03-06 16:44:00,3566907703071345,"AirParif4",48.7088356018,2.14881873131,177,16.1,17.8,971.7,3,3,2,0,NA,NA,"0101000020E6100000BD1100E0C730014059FCFF1FBB5A4840"
314,2018-03-06 16:41:00,3566907703071345,"AirParif4",48.7088432312,2.14883756638,172,16.1,17.8,971.7,2,3,2,0,NA,NA,"0101000020E61000008A2500C0D13001405BFFFF5FBB5A4840"
321,2018-03-06 16:42:00,3566907703071345,"AirParif4",48.7088470459,2.14883756638,168,16.1,18,972,3,3,2,0,NA,NA,"0101000020E61000008A2500C0D1300140DC000080BB5A4840"
342,2018-03-06 16:46:00,3566907703071345,"AirParif4",48.7088165283,2.14881515503,176,16.1,18.7,971.6,3,3,2,0,NA,NA,"0101000020E61000002F060000C6300140D5F4FF7FBA5A4840"
354,2018-03-06 16:49:00,3566907703071345,"AirParif4",48.7088165283,2.14876008034,181,16.1,18.6,971.6,3,3,2,0,NA,NA,"0101000020E6100000C7150020A9300140D5F4FF7FBA5A4840"
368,2018-03-06 16:52:00,3566907703071345,"AirParif4",48.7088012695,2.14876508713,176,16,18.4,971.7,3,3,2,0,NA,NA,"0101000020E61000005C1400C0AB300140D2EEFFFFB95A4840"
378,2018-03-06 16:54:00,3566907703071345,"AirParif4",48.7088050842,2.14877867699,177,16,18.9,971.7,2,2,2,0,NA,NA,"0101000020E6100000141D00E0B230014053F0FF1FBA5A4840"
345,2018-03-06 16:47:00,3566907703071345,"AirParif4",48.7088127136,2.14878416061,175,16.1,18.9,971.6,2,2,2,0,NA,NA,"0101000020E6100000B2DCFFBFB530014054F3FF5FBA5A4840"
364,2018-03-06 16:51:00,3566907703071345,"AirParif4",48.7088050842,2.14876317978,179,16,18.2,971.7,3,3,2,0,NA,NA,"0101000020E6100000550800C0AA30014053F0FF1FBA5A4840"
390,2018-03-06 16:56:00,3566907703071345,"AirParif4",48.7088394165,2.14882254601,171,15.9,19.3,971.6,2,3,2,0,NA,NA,"0101000020E6100000CA2900E0C9300140DAFDFF3FBB5A4840"
393,2018-03-06 16:57:00,3566907703071345,"AirParif4",48.7088356018,2.14882612228,170,15.9,19.4,971.7,2,3,2,0,NA,NA,"0101000020E610000062DDFFBFCB30014059FCFF1FBB5A4840"
414,2018-03-06 17:05:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,16.6,15.3,971.7,33,34,28,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
423,2018-03-06 17:07:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,17.1,14.8,971.7,33,34,29,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
427,2018-03-06 17:08:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,17.5,14.2,971.7,32,33,29,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
460,2018-03-06 17:15:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,18.8,10.7,971.7,25,27,21,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
445,2018-03-06 17:12:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,18.3,12.2,971.7,24,26,20,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
435,2018-03-06 17:10:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,17.9,13.1,971.7,30,30,26,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
447,2018-03-06 17:13:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,18.5,11.3,971.7,26,28,22,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
464,2018-03-06 17:17:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,19.1,10,971.7,30,31,25,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
472,2018-03-06 17:18:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,19.3,9.4,971.8,35,37,29,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
506,2018-03-06 17:25:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,20.2,7.6,971.7,126,133,106,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
482,2018-03-06 17:20:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,19.6,9,971.7,34,36,29,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
491,2018-03-06 17:22:00,3566907703071345,"AirParif4",48.8582611084,2.33874988556,0,19.8,8.5,971.7,29,31,25,0,NA,NA,"0101000020E610000013080080C2B50240DC000080DB6D4840"
